0.07,0.14,2.4824
0.7,0.36,3.3438
0.67,0.89,8.3982
0.71,0.9,8.7543
0.18,0.43,4.7251
0.18,0.71,7.5962
0.92,0.38,4.6525
0.66,0.73,6.8183
0.16,0.71,7.6678
0.36,0.3,2.3671
0.7,0.22,1.8559
0.94,0.89,9.895
0.25,0.03,0.2836
0.78,0.67,6.838
0.39,0.22,1.4543
0.83,0.98,10.239
0.88,0.58,6.4787
0.36,0.54,4.7479
0.76,0.12,1.3232
0.6,0.81,7.2382
0.43,0.13,0.34064
0.75,0.08,0.82092
0.28,0.01,-0.054377
0.79,0.61,6.2957
0.33,0.69,6.3563
0.35,0.23,1.7572
0.64,0.74,6.7534
0.55,0.88,7.9144
0.99,1,10.994
0.64,1,9.3647
0.73,0.8,7.8292
0.82,1,10.474
0.09,0.25,3.4498
0.65,0.86,8.0445
0.15,0.95,10.075
0.09,0.09,1.6822
0.13,0.59,6.5739
0.22,0.01,0.38299
0.56,0.77,6.8069
0.92,0.98,10.72
0.14,0.94,10.014
0.4,0.79,7.062
0.49,0.49,3.8708
0.61,0.21,1.2583
0.81,0.7,7.3188
0.83,0.01,0.51989
0.52,0.53,4.2619
0.03,0.88,9.774
0.57,0.47,3.7857
0.04,0.7,8.0029
0.09,0.29,3.7867
0.99,0.17,2.7423
0.9,0.91,10.015
0.34,0.05,-0.11052
0.51,0.35,2.4395
1,0.8,8.9118
0.26,0.7,7.0238
0.7,0.85,8.1323
0.1,0.16,2.357
0.46,0.53,4.3193
0.4,0.01,-0.68472
0.95,0.34,4.271
0.19,0.58,6.1143
0.77,0.27,2.7216
0.56,0.59,4.9705
0.96,0.48,5.6811
0.74,0.85,8.4291
0.68,0.29,2.5273
0.24,0.94,9.4607
0.94,0.81,9.0278
0.77,0.37,3.8299
0.4,0.02,-0.5895
0.27,0.57,5.5961
0.24,0.46,4.7078
0.75,0.35,3.4902
0.84,0.17,2.1344
0.47,0.88,7.8234
0.37,0.58,5.0877
0.52,0.17,0.69093
0.24,0.72,7.2161
0.65,0.87,8.1219
0.06,0.04,1.3131
0.38,0.07,6.9173e-05
0.46,0.18,0.82905
0.83,0.35,3.9894
0.67,0.56,5.0926
0.81,0.14,1.7502
0.89,0.26,3.4621
0.49,0.33,2.2838
0.15,0.3,3.6154
0.57,0.62,5.3419
0.59,0.36,2.8234
0.87,0.51,5.8076
0.48,0.87,7.7557
0.42,0.59,5.0293
0.2,0.5,5.3676
0.09,0.55,6.3106
0.72,0.53,5.0951
0.58,0.28,1.9074
0.57,0.2,1.0126
0.17,0.45,4.99
0.63,0.33,2.5897
0.78,0.76,7.7249
0.53,0.49,3.9574
0.08,0.91,9.9297
0.68,0.66,6.213
0.43,0.32,2.3493
0.3,0.91,8.835
0.94,0.59,6.8326
0.99,0.8,9.059
0.34,0.85,8.0539
0,0.31,4.0146
0.93,0.27,3.592
0.35,0.24,1.9246
0.59,0.38,3.0033
0.41,0.52,4.3567
0.44,0.61,5.1488
0.28,0.94,9.1974
0,0.48,5.7782
0.67,0.74,6.8526
0.68,0.92,8.7863
0.03,0.14,2.4084
0.84,0.94,9.9238
0.73,0.44,4.3215
0.66,0.66,6.0535
0.51,0.63,5.2142
0.58,0.42,3.3152
0.68,0.54,4.9507
0.42,0.88,7.8905
0.67,0.1,0.52901
0.85,0.83,8.9382
0.53,0.25,1.5643
0.14,0.83,8.9276
0.7,0.6,5.8138
0.52,0.41,3.1738
0.83,0.78,8.2116
0.29,0.94,9.1805
0.71,0.31,2.832
0.13,0.61,6.7777
0.41,0.81,7.3184
0.71,0.41,3.8509
0.54,0.35,2.5856
0.73,0.14,1.3142
0.78,0.49,5.0503
0.89,0.74,8.1543
0.08,0.06,1.4706
0.35,0.72,6.5876
0.93,0.75,8.3368
0.43,0.72,6.2719
0.38,0.09,0.17425
0.53,0.19,0.8382
0.13,0.31,3.7481
0.39,0.75,6.6982
0.77,0.81,8.1945
0.3,0.41,3.7678
0.61,0.62,5.3291
0.39,0.35,2.73
0.62,0.82,7.4425
0.95,0.5,5.982
0.64,0.31,2.459
0.8,0.68,7.121
0.89,0.64,7.1994
0.26,0.74,7.4113
0.67,0.09,0.40399
0.6,0.04,-0.32855
0.97,0.77,8.7049
0.99,0.33,4.3386
0.46,1,8.9659
0.56,0.41,3.1263
0.69,0.73,6.9924
0.11,0.57,6.5642
0.59,0.25,1.5438
0.61,0.73,6.5713
0.26,0.99,9.7279
0.7,0.28,2.5046
0.13,0.91,9.7741
0.13,0.53,5.926
0.66,0.56,5.0665
0.84,0.77,8.2104
0.29,0.25,2.2734
0.86,0.65,7.1344
0.25,0.44,4.4282
0.47,0.3,2.0211
0.19,0.86,9.0456
0.55,0.59,4.899
0.92,0.07,1.5603
0.74,0.36,3.5034
0.87,0.57,6.4008
0.45,0.83,7.2725
0.05,0.49,5.8642
0.02,0.8,8.9611
0.95,0.64,7.3004
0.37,0.92,8.5077
0.17,0.52,5.7102
0.79,0.47,4.9702
0.7,0.23,1.9647
0.64,0.43,3.6757
0.87,0.08,1.5199
0.61,0.82,7.443
0.17,0.61,6.5395
0.89,0.32,4.0002
0.05,0.75,8.4171
0.11,0.97,10.479
0.7,0.46,4.3151
0.18,0.49,5.2818
0.03,0.37,4.67
0.89,0.08,1.5984
0.2,0.07,0.97764
0.45,0.91,8.0873
0.88,0.3,3.7944
0.74,0.56,5.582
0.72,0.34,3.1679
0.32,0.96,9.1643
0.64,0.39,3.3436
0.85,0.65,7.0244
0.02,0.77,8.681
0.36,0.26,1.8666
0.36,0.25,1.9053
0.05,0.27,3.569
0.67,0.06,0.16257
0.16,0.35,4.0332
0.95,0.4,4.9967
0.58,0.56,4.6984
0.76,0.08,0.84022
0.91,0.42,5.0292
0.54,0.26,1.6233
0.78,0.89,9.0627
0.75,0.67,6.8146
0.08,0.9,9.9147
0.07,0.29,3.795
0.39,0.18,1.0676
0.8,0.79,8.1945
0.54,0.33,2.2911
0.7,0.25,2.088
0.34,0.28,2.1652
0.77,0.13,1.4722
0.13,1,10.582
0.96,0.32,4.0385
0.99,0.38,4.7609
0.87,0.5,5.6919
0.29,0.19,1.7713
0.14,0.39,4.5388
0.03,0.39,4.8222
0.72,0.36,3.3399
0.4,0.85,7.6979
0.87,0.59,6.6376
0.95,0.49,5.9658
0.64,0.63,5.6723
0.65,0.81,7.56
0.85,0.17,2.2781
0.09,0.5,5.7667
0.76,0.81,8.1168
0.95,0.22,3.1991
0.26,0.67,6.6798
0.15,0.82,8.7191
0.58,0.78,6.8432
0.22,0.4,4.1693
0.75,0.76,7.472
0.24,0.23,2.3258
0.08,0.54,6.2963
0.56,0.95,8.6084
1,0.89,9.9083
0.18,0.05,0.85312
0.25,0.71,7.0526
0.46,0.84,7.4144
0.25,0.33,3.3186
0.97,0.81,9.055
0.36,0.33,2.688
0.07,0.18,2.7344
0.52,0.93,8.2716
0.54,0.75,6.5196
0.08,0.51,6.0137
0.06,0.44,5.3807
0.45,0.19,0.95557
0.07,0.99,10.795
0.77,0.16,1.6349
0.44,0.33,2.3655
0.5,0.55,4.5552
0.93,0.85,9.4791
0.34,0.18,1.4031
0.36,0.94,8.7963
0.26,0.85,8.4785
0.98,0.39,4.9168
0.91,0.88,9.6631
0.74,0.27,2.653
0.35,0.67,6.072
0.82,0.74,7.7868
0.81,0.13,1.6007
0.38,0.87,7.9598
0.29,0.71,6.7749
0.22,0.28,2.9714
0.99,0.72,8.177
0.32,0.59,5.395
0.54,0.73,6.3079
0.08,0.35,4.4055
0.29,0.28,2.5178
0.32,0.28,2.3945
0.92,0.46,5.4367
0.82,0.62,6.6557
0.91,0.53,6.1771
0.71,0.56,5.2992
0.66,0.63,5.7879
0.11,0.12,1.8805
0.3,0.76,7.3019
0.22,0.52,5.3225
0.71,0.12,0.92089
0.93,0.67,7.606
0.3,0.25,2.1769
0.36,0.6,5.3562
0.07,0.03,1.1876
0.25,1,9.8414
0.55,0.71,6.1751
0.95,0.02,1.2184
0.45,0.78,6.7962
0.96,0.75,8.3907
0.79,0.64,6.7523
0.24,0.81,8.1669
0.96,0.72,8.2141
0.33,0.46,4.1175
0.72,0.88,8.5492
0.92,0.62,7.0557
0.22,0.96,9.7825
0.84,0.26,3.145
0.73,0.88,8.6897
0.84,0.72,7.8006
1,0.28,3.7623
0.42,0.83,7.4173
0.79,0.07,0.91973
0.7,0.57,5.34
0.44,0.75,6.5825
0.75,0.1,1.026
0.51,0.65,5.5047
0.7,0.26,2.3216
0.42,0.13,0.48099
0.27,0.17,1.7023
0.63,0.71,6.4665
0.69,0.23,2.0177
0.42,0.19,1.0245
0.61,0.36,2.814
0.62,0.03,-0.42661
0.76,0.75,7.6329
0.54,0.05,-0.47351
0.88,0.8,8.6964
0.41,0.73,6.4328
0.9,0.9,9.7666
0.38,0.26,1.9785
0.38,0.45,3.8755
0.61,0.37,2.9574
0.94,0.82,9.0867
0.02,0.65,7.6345
0.09,0.94,10.263
0.59,0.5,4.1207
0.56,0.66,5.6847
0.25,0.04,0.38601
0.21,0.43,4.5549
0.71,0.71,6.8412
0.36,0.16,1.0015
0.02,0.02,1.1588
0.45,0.62,5.1511
0.13,0.02,0.91388
0.15,0.87,9.3611
0.4,0.58,5.0222
0.45,0.31,2.1487
0.54,0.03,-0.72276
0.69,0.62,5.7275
0.5,0.48,3.7512
0.81,0.73,7.6744
0.34,0.27,2.214
0.48,0.01,-0.93625
0.82,0.89,9.3415
0.68,0.15,1.0622
0.36,0.43,3.6549
0.69,0.18,1.4484
0.2,0.55,5.855
0.78,0.1,1.1967
0.98,0.8,8.9635
0.24,0.12,1.3124
0.92,0.59,6.7598
0.93,0.55,6.402
0.22,0.11,1.2353
0.76,0.43,4.2429
0.22,0.34,3.6954
0.97,0.66,7.6329
0.39,0.34,2.6987
0.84,0.49,5.5224
0.08,0.03,1.146
0.98,0.09,1.9812
0.18,0.26,2.9682
0.89,0.96,10.319
0.57,0.93,8.3794
0.1,0.59,6.7801
0.95,0.92,10.123
0.43,0.39,3.0648
0.28,0.06,0.37985
0.81,0.02,0.53636
0.04,0.59,6.8253
0.17,0.07,1.2033
0.42,0.45,3.6239
0.05,0.72,8.1665
0.71,0.33,3.0584
0.51,0.15,0.47016
0.42,0.36,2.8627
0.11,1,10.761
0.51,0.47,3.724
0.6,0.46,3.8512
0.54,0.34,2.4338
0.24,0.11,1.2041
1,0.66,7.59
0.63,0.94,8.6734
0.15,0.49,5.4573
0.84,0.39,4.4251
0.18,0.51,5.5291
0.23,0.55,5.5153
0.51,0.59,4.8255
0.86,0.1,1.6463
0.96,0.74,8.3539
0.11,0.29,3.76
0.53,0.63,5.203
0.64,0.81,7.4663
0.32,0.3,2.5264
0.86,0.62,6.8339
0.49,0.63,5.1987
0.45,0.99,8.8858
0.16,0.85,9.0334
0.74,0.74,7.3032
0.02,0.86,9.606
0.48,0.52,4.1883
0.21,0.25,2.6602
0.11,0.52,5.9752
0.38,0.43,3.5167
0.22,0.53,5.5701
0.08,0.28,3.6915
0.03,0.94,10.347
0.38,0.72,6.4944
0.5,0.23,1.2758
0.37,0.61,5.4405
0.42,0,-0.92814
0.99,0.3,3.9663
0.09,0.27,3.5394
0.49,0.25,1.5073
0.6,0.11,0.20976
0.03,0.4,4.9148
0.09,0.4,4.7785
0.33,0.72,6.7193
0.82,0.7,7.4069
0.19,0.67,7.1208
0.1,0.88,9.5236
0.24,0.77,7.784
0.95,0.93,10.262
0.26,0.27,2.5217
0.14,0.75,8.0468
0.71,0.2,1.6503
0.82,0.35,3.9381
0.15,0.29,3.4728
0.05,0.88,9.7393
0.2,0.11,1.4656
0.07,0.55,6.5011
0.01,0.01,1.156
0.7,0.37,3.3703
0.44,0.69,5.9816
0.85,0.4,4.5325
0.77,0.22,2.3427
0.29,0.78,7.5477
0.73,0.55,5.3662
0.77,0.71,7.2717
0.45,0.42,3.2728
0.18,0.61,6.5567
0.52,0.64,5.3568
0.33,0.68,6.2632
0.61,0.04,-0.42146
0.98,0.45,5.4369
0.16,0.22,2.7498
0.8,0.21,2.3861
0.32,0.89,8.5329
0.69,0.19,1.4524
0.53,0.35,2.4958
0.62,0.47,3.9178
0.79,0.88,8.9884
0.72,0.56,5.3794
0.17,0.46,5.2186
0.85,0.81,8.6008
0.75,0.02,0.13818
0.63,0.13,0.60007
0.38,0.55,4.8307
0.01,0.45,5.4952
0.1,0.61,6.8681
0.27,0.94,9.23
0.11,0.2,2.7761
0.07,0.52,6.0962
0.91,0.36,4.4091
0.68,0.09,0.44442
0.19,0.51,5.4659
0.46,0.43,3.3204
0.82,0.66,7.0385
0.78,0.56,5.7987
0.38,0.52,4.4924
0.12,0.73,7.9523
0.81,0.76,8.0303
0.25,0.64,6.4622
0.92,0.44,5.124
0.43,0.89,8.0126
0.54,0.1,-0.0086397
0.58,0.41,3.1867
0.24,0.4,4.0527
0.93,0.99,10.743
0.64,0.97,8.8791
0.06,0.08,1.7073
0.14,0.27,3.3224
0.51,0.16,0.61465
0.87,0.71,7.814
0.21,0.86,8.7816
0.88,0.25,3.2771
0.88,0.14,2.1529
0.03,0.72,8.2073
0.83,0.9,9.5575
0.51,0.85,7.5757
0.44,0.49,3.9276
0.16,0.66,7.1938
0.83,0.17,2.122
0.51,0.76,6.6368
0.44,0.5,4.0782
0.46,0.47,3.699
0.91,0.29,3.6882
0.94,0.38,4.8012
0.36,0.92,8.6449
0,0.08,1.7416
0.43,0.23,1.4848
0.11,0.37,4.4275
0.67,0.95,8.9983
0.79,0.27,2.9522
0.84,0.4,4.5103
0.89,0.24,3.1433
0.31,0.56,5.2111
0.87,0.81,8.8295
0.6,0.35,2.6819
0.26,0.51,4.937
0.79,0.84,8.6551
0.16,0.51,5.7642
0.2,0.03,0.66343
0.51,0.23,1.2851
0.76,0,-0.030574
0.71,0.84,8.212
0.91,0.76,8.3991
0.46,0.49,3.8669
0.73,0.83,8.2291
0.31,0.97,9.2667
0.62,0.97,9.0496
0.38,0.67,6.0162
0.15,0.1,1.6584
0.42,0.33,2.4548
0.2,0.19,2.198
0,0.41,5.0999
0.54,0.13,0.27729
0.76,0.13,1.3065
0.65,0.17,1.1156
0.37,0.94,8.7555
0.4,0.22,1.3912
0.4,0.07,-0.14021
0,0.86,9.5222
0.18,0.37,4.0967
0.1,0.44,5.1452
0.95,0.36,4.5115
0.51,0.58,4.8696
0.81,0.1,1.4963
0.09,0.03,1.0241
0.94,0.53,6.2309
0.26,0.33,3.3108
0.14,0.43,4.9734
0.5,0.21,1.1755
0.31,0.21,1.7862
0.77,0.53,5.5469
0.17,0.57,6.1718
0.62,0.01,-0.58657
0.53,0.83,7.2644
0.36,0.14,0.80088
0.53,0.31,2.2072
0.22,0.78,8.0332
0.56,1,9.1041
0.01,0.11,2.0425
0.73,0.18,1.654
0.05,0.35,4.4335
0.09,0.69,7.7374
0.63,0.64,5.6491
0.53,0.29,1.9277
0.54,0.15,0.56061
0.78,0.62,6.3591
0.29,0.77,7.4069
0.51,0.6,5.0056
0.52,0.91,8.1343
0.68,0.12,0.75267
0.13,0.57,6.495
0.5,0.44,3.4741
0.78,0.8,8.0217
0.83,0.06,1.0694
0.7,0.86,8.2871
0.5,0.41,3.1641
0.05,0.32,4.2859
0.84,0.91,9.6515
0.03,0.99,10.818
0,0.84,9.3375
0.44,0.23,1.2177
0.27,0.29,2.6804
0.1,0.99,10.837
0.23,0.85,8.6507
0.4,0.74,6.5222
0.22,0.2,2.1442
0.97,0.15,2.5159
0.33,0.99,9.4211
0.4,0.78,6.8779
0.17,0.17,2.3095
0.77,0.03,0.42196
0.24,0.84,8.5233
0.65,0.51,4.3452
0.39,0.25,1.671
0.39,0.41,3.2861
0.83,0.89,9.3527
0.22,0.55,5.7055
0.07,0.04,1.2216
0.36,0.06,-0.098606
0.54,0.98,8.7215
0.43,0.62,5.393
0.75,0.32,3.1793
0.41,0.44,3.5126
0.09,0.58,6.789
0.13,0.72,7.8957
0.91,0.5,5.7884
0.87,0.24,3.0875
0.25,0.43,4.2592
1,0.59,6.9997
0.47,0.53,4.2848
0.88,0.32,3.955
0.26,0,-0.11093
0.92,0.03,1.2529
0.12,0.62,6.8987
0.86,0.22,2.8721
0.61,0.03,-0.53274
0.6,0.18,1.0999
0.42,0.38,2.98
0.27,0.96,9.5562
0.91,0.21,2.9035
0.89,0.07,1.4649
0.9,0.31,3.9427
0.4,0.29,2.0468
0.94,0.86,9.5597
0.42,0.94,8.5632
0.15,0.38,4.4162
0.72,0.94,9.2576
0.57,0.94,8.5326
0.54,0.72,6.2459
0.25,0.67,6.7231
0.18,0.16,2.0056
0.13,0.66,7.3573
0.07,0.49,5.8029
0.79,0.62,6.5059
0.23,0.1,1.1343
0.9,0.44,5.38
0.04,0.84,9.4217
0.18,0.55,5.9644
0.37,0.95,8.8118
0.9,0.24,3.2509
0.69,0.7,6.606
0.78,0.9,9.157
0.94,0.85,9.3394
0.97,0.09,1.8907
0.03,0.65,7.4518
0.46,0.36,2.6644
0.88,0.79,8.6243
0.44,0.03,-0.58563
0.47,0.47,3.7427
0.17,0.98,10.268
0.94,0.97,10.682
0.32,0.22,1.8249
0.74,0.03,0.1846
1,0.42,5.1394
0.26,0.5,4.9308
0.07,0.33,4.2362
0.68,0.9,8.4228
0.8,0.19,2.2189
0.05,0.85,9.3934
0.19,0.66,6.9545
0.32,0.48,4.4453
0.93,0.08,1.7448
0.29,0.89,8.6158
0.53,0.48,3.8778
0.23,0.63,6.4464
0.73,0.38,3.676
0.56,0.11,0.098058
0.62,0.16,0.93403
0.79,0.43,4.5607
0.46,0.52,4.2918
0.74,0.9,9.0096
0.54,0.67,5.7727
0.95,0.28,3.7714
0.65,0.2,1.4402
0.32,0.68,6.3087
0.52,0.73,6.2814
0.71,0.91,8.7508
0.15,0.34,3.9937
0.52,0.84,7.3552
0.17,0.21,2.6303
0.05,0.69,7.9039
0.44,0.45,3.4804
0.69,0.14,0.96553
0.04,0.65,7.5205
0.8,0.16,1.987
0.1,0.39,4.7777
0.17,0.7,7.4958
0.49,0.61,5.0749
0.99,0.16,2.5898
0.48,0.56,4.6174
0.54,0.09,0.04355
0.79,0.02,0.44965
0.76,0.14,1.4589
1,1,10.923
0.36,0.47,4.1176
0.47,0.27,1.7306
0.07,0.71,8.0141
0.32,0.31,2.7205
0.02,0.96,10.549
0.38,0.02,-0.43179
0.15,0.65,7.0515
0.03,0.61,7.0681
0.02,0.51,6.0713
0.64,0.9,8.3383
0.6,0.32,2.3622
0.14,0.95,10.184
0.84,0.55,5.9832
0.94,0.51,6.0488
0.56,0.64,5.4485
0.49,0.29,1.9047
0.17,0.84,8.9332
0.04,0.47,5.6842
0.78,0.31,3.3074
0.06,0.7,7.7683
0.22,0.07,0.91952
0.8,0.99,10.203
0.61,0.59,5.0548
0.03,0.69,7.8671
0.67,0.33,2.8152
0.58,0.49,4.1777
0.86,0.79,8.5132
0.56,0.83,7.4521
0.53,0.43,3.2794
0.69,0.61,5.6304
0.71,0.44,4.1874
0.73,0,-0.17875
0.36,0.87,8.0716
0.56,0.91,8.219
0.21,0.19,2.2998
0.36,0.31,2.5143
0.98,0.16,2.6532
0.38,0.96,8.8606
0.33,0.32,2.7629
0.4,0.56,4.7373
1,0.5,6.0523
0.99,0.02,1.2023
0.36,0.44,3.6978
0.28,0.08,0.6565
0.66,0.22,1.6663
0.19,0.93,9.561
0.96,0.08,1.7409
0.11,0.41,4.9853
0.45,0.63,5.3932
0.86,0.32,3.8575
0.92,0.04,1.32
0.46,0.7,5.9711
0.81,0.86,9.0681
0.69,0.47,4.3199
0.48,0.41,2.9228
0.71,0.37,3.4876
0.78,0.43,4.4995
0.44,0.25,1.6507
0.8,0.52,5.4766
0.1,0.91,9.9144
0.54,0.83,7.3616
0.83,0.93,9.8512
0.32,0.92,8.7429
0.03,0.66,7.6666
0.06,0.14,2.2957
0.49,0.74,6.4381
0.12,0.34,4.0181
0.37,0.03,-0.54543
0.66,0.04,-0.14755
0.39,0.31,2.2523
0.5,0.74,6.4405
0.34,0.26,2.112
0.04,0.61,7.011
0.1,0.2,2.7449
0.17,0.55,6.0054
0.72,0.05,0.3385
0.83,0.59,6.4756
0.49,0.41,3.1086
0.17,0.62,6.6949
0.79,0.76,7.8329
0.2,0.18,2.1522
0.21,0.35,3.8483
0.72,0.35,3.3946
0.23,0.83,8.3671
0.82,0.58,6.2357
0.57,0.08,-0.094715
0.74,0.73,7.1859
0.41,0.8,7.0378
0.26,0.18,1.6564
0.06,0.31,4.1039
0.1,0.49,5.7769
0.88,0.45,5.2012
0.62,0.27,1.8634
0.56,0.89,7.9363
0,0.56,6.5218
0.08,0.64,7.2822
0.41,0.59,5.0131
0.02,0.36,4.6049
0.57,0.02,-0.65067
0.07,0,0.86962
0.3,0.34,2.9767
0.91,0.86,9.3382
0.1,0.15,2.4073
0.14,0.22,2.9168
0.25,0.48,4.7581
0.03,0.18,2.6773
0.94,0.9,9.922
0.1,0.78,8.5512
0.19,0.06,0.97091
0.46,0.32,2.2233
0.34,0.49,4.3682
0.12,0.65,7.3144
0.97,0.65,7.4778
0.62,0.55,4.7527
0.9,0.51,5.8768
0.98,0.29,3.8107
0.39,0.73,6.4147
0.32,0.63,5.7832
0.62,0.43,3.518
0.21,0.7,7.344
0.76,0.66,6.581
0.83,0.84,8.8955
0.92,0.37,4.5845
0.35,0.31,2.4787
1,0.17,2.6879
0.52,0.21,1.1215
0.46,0.92,8.2671
0.05,0.5,5.9599
0.86,0.24,3.0592
0.9,0.37,4.4316
0.6,0.9,8.1749
0.19,0.08,1.0858
0.85,0.92,9.6832
0.39,0.7,6.3075
0.66,0.21,1.5419
0.78,0.47,4.9732
0.56,0.26,1.6089
0.85,0.33,3.8858
0.56,0.17,0.78806
0.89,0.86,9.3606
0.31,0.22,1.842
1,0.48,5.8211
0.74,0.5,4.9275
0.55,0.08,-0.095278
0.37,0.5,4.2928
0.36,0.51,4.5065
0.44,0.95,8.587
0.09,0.76,8.3741
0.82,0.65,7.0208
0.1,0.32,4.0204
0.82,0.14,1.8287
0.2,0.87,8.9541
0.17,0.22,2.6365
0.19,0.41,4.515
0.44,0.56,4.694
0.44,0.65,5.5853
0.32,0.86,8.1232
0.63,0.27,1.9768
0.25,0.47,4.6766
0.7,0.91,8.7872
0.34,0.14,0.90479
1,0.51,6.1193
0.91,0.09,1.7359
0.82,0.04,0.78898
0.86,1,10.536
0.23,0.06,0.5804
0.97,0.48,5.7867
0.58,0.66,5.6468
0.25,0.68,6.8143
0.75,0.94,9.4995
0.81,0.07,0.91169
0.4,0.45,3.6341
0.23,0.46,4.8171
0.61,0.23,1.3562
0.04,0.21,3.0918
0.08,0.27,3.5704
0.43,0.12,0.29701
0.88,0.89,9.7289
0.03,0.84,9.3238
0,0.02,1.2257
0.12,0.83,8.9554
0.08,0.84,9.2275
0.22,0.9,9.2424
0.24,0.58,5.866
0.13,0.32,3.855
0.79,0.59,6.126
0.61,0.08,0.11116
1,0.72,8.2084
0.23,0.47,4.8156
0.99,0.49,5.9041
0.28,0.1,0.86517
0.97,0.19,2.9022
0.72,0.52,5.0035
0.87,0.79,8.5766
0.16,0.3,3.5664
0.94,0.74,8.4195
0.94,0.25,3.3292
0.5,0.06,-0.42034
0.81,0.49,5.3182
0.39,0.68,6.0563
0.03,0.33,4.3335
0.16,0.83,8.9145
0.09,0.53,6.0932
0.22,0.37,3.8941
0.71,0.59,5.6363
0.26,0.77,7.7174
0.95,0.29,3.8506
0,0.99,10.899
0.7,0.1,0.59886
